pass1_rank,candidate_id,pass1_score,professional_band,band_id,subtype,current_title,years_experience,current_company,location,open_to_work,days_since_active,response_rate,notice_period_days,willing_to_relocate,retrieval_raw,ranking_raw,evaluation_raw,production_raw,ownership_raw,skill_corroboration,positive_evidence,negative_evidence,risk_flags
229,CAND_0002770,320.772000,applied_ml,3,relevance_ownership,AI Research Engineer,5.7,Wipro,"Bhubaneswar, Odisha",True,88,0.590,120,True,2.0000,0.0000,0.0000,2.1602,1.9200,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images.,profile states limited ownership of modeling or deployment | 120-day notice period,
230,CAND_0048469,320.772000,applied_ml,3,recommendation,Computer Vision Engineer,4.7,Vedantu,"Delhi, Delhi",True,91,0.590,120,False,0.0000,2.5761,0.0000,2.1602,1.5800,0.4500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 120-day notice period,
231,CAND_0051219,320.764000,applied_ml,3,recommendation,AI Research Engineer,3.8,Observe.AI,"Bangalore, Karnataka",True,102,0.580,90,False,1.5200,2.2361,0.0000,1.3400,1.9200,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Forecasting assessment 72.1/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:activity_before_signup
232,CAND_0072232,320.764000,applied_ml,3,recommendation,ML Engineer,4.0,Yellow.ai,"Kolkata, West Bengal",True,19,0.580,90,True,0.5800,3.5330,0.0000,1.9200,1.5800,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | TensorFlow assessment 72.7/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description
233,CAND_0088378,320.764000,applied_ml,3,relevance_ownership,AI Research Engineer,6.0,Yellow.ai,"Jaipur, Rajasthan",True,95,0.580,45,False,1.5200,0.3400,0.0000,2.1602,1.5800,1.2000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Image Classification assessment 73.9/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description
234,CAND_0098780,320.756000,applied_ml,3,relevance_ownership,AI Research Engineer,5.9,Zomato,"Bangalore, Karnataka",True,44,0.570,60,False,2.1000,0.4808,0.0000,1.9200,1.5800,0.0000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | Semantic Search assessment 48.4/100,profile states limited ownership of modeling or deployment,weak:repeated_role_description
235,CAND_0013122,320.748000,applied_ml,3,recommendation,AI Specialist,4.3,Unacademy,"Coimbatore, Tamil Nadu",True,86,0.560,30,False,0.0000,2.2361,0.0000,1.9200,1.5800,0.4500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,
236,CAND_0017590,320.748000,applied_ml,3,relevance_ownership,AI Research Engineer,5.1,Genpact AI,"Kolkata, West Bengal",True,60,0.560,45,True,1.5200,0.0000,0.0000,1.3400,1.9200,1.5000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | FAISS assessment 63.0/100,profile states limited ownership of modeling or deployment,
237,CAND_0093883,320.748000,applied_ml,3,relevance_ownership,AI Research Engineer,5.0,Wysa,"Bhubaneswar, Odisha",True,20,0.560,60,False,1.5200,1.6369,0.0000,1.9200,1.5800,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,weak:repeated_role_description
238,CAND_0081709,320.740000,applied_ml,3,relevance_ownership,AI Research Engineer,5.5,PolicyBazaar,"Jaipur, Rajasthan",True,44,0.550,90,False,1.4200,0.6889,0.0000,0.9200,1.5800,1.0500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Image Classification assessment 87.6/100,profile states limited ownership of modeling or deployment | 90-day notice period,weak:salary_range_inverted | weak:repeated_role_description
239,CAND_0045862,320.732000,applied_ml,3,recommendation,AI Specialist,6.7,Yellow.ai,"Jaipur, Rajasthan",True,97,0.540,90,False,0.0000,2.3361,0.0000,2.1602,1.5800,0.9000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 90-day notice period,weak:activity_before_signup | weak:repeated_role_description
240,CAND_0060340,320.732000,applied_ml,3,recommendation,Computer Vision Engineer,6.1,Wysa,"Coimbatore, Tamil Nadu",True,7,0.540,45,False,0.0000,2.6761,0.0000,2.1602,1.5800,0.9000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,
241,CAND_0076412,320.732000,applied_ml,3,relevance_ownership,AI Research Engineer,5.8,Wysa,"Noida, Uttar Pradesh",True,97,0.540,120,False,1.5200,0.0000,0.0000,2.1602,1.0000,0.0000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Semantic Search assessment 47.5/100,profile states limited ownership of modeling or deployment | 120-day notice period,
242,CAND_0011140,320.716000,applied_ml,3,recommendation,ML Engineer,5.1,Haptik,Austin,True,82,0.520,120,False,0.0000,2.2361,0.0000,2.1602,1.3400,1.0500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | OpenSearch assessment 81.9/100",profile states limited ownership of modeling or deployment | 120-day notice period,
243,CAND_0016170,320.716000,applied_ml,3,recommendation,AI Research Engineer,6.8,Dream11,Sydney,True,69,0.520,90,False,1.4200,2.2361,0.0000,1.9200,1.5800,0.4500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | 90-day notice period,weak:activity_before_signup
244,CAND_0040200,320.716000,applied_ml,3,relevance_ownership,AI Research Engineer,5.5,PharmEasy,"Pune, Maharashtra",True,82,0.520,90,True,1.4200,0.3400,0.0000,0.9200,1.5800,0.4500,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard. | Weaviate assessment 45.7/100,profile states limited ownership of modeling or deployment | 90-day notice period,
245,CAND_0058300,320.716000,applied_ml,3,recommendation,AI Research Engineer,4.5,Wipro,"Kolkata, West Bengal",True,43,0.520,90,True,1.4200,2.2361,0.0000,1.9200,1.9200,1.0500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Machine Learning assessment 76.8/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:salary_range_inverted
246,CAND_0055624,320.708000,applied_ml,3,recommendation,Data Scientist,3.8,InMobi,"Noida, Uttar Pradesh",True,99,0.510,120,True,0.1000,2.2361,0.0000,2.1602,1.0000,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | TensorFlow assessment 71.5/100",profile states limited ownership of modeling or deployment | 120-day notice period,
247,CAND_0043450,320.700000,applied_ml,3,relevance_ownership,AI Research Engineer,3.3,Krutrim,"Gurgaon, Haryana",True,6,0.500,60,False,1.5200,0.3400,0.0000,1.3400,1.5800,0.4500,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production.,profile states limited ownership of modeling or deployment,weak:skill_duration_overrun
248,CAND_0071115,320.700000,applied_ml,3,recommendation,Recommendation Systems Engineer,16.5,Meta,"Ahmedabad, Gujarat",True,49,0.500,90,True,0.1000,1.9008,0.3400,3.5000,3.1600,1.6500,"Built and operated production ML pipelines using MLflow for experiment tracking, Kubeflow for orchestration, and our internal feature store. | Weaviate assessment 85.4/100",90-day notice period,weak:repeated_role_description
249,CAND_0074024,320.700000,applied_ml,3,recommendation,AI Specialist,3.9,Haptik,"Delhi, Delhi",True,18,0.500,30,False,0.0000,2.2361,0.0000,1.3400,1.9200,1.0500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | scikit-learn assessment 80.5/100",profile states limited ownership of modeling or deployment,
250,CAND_0084391,320.692000,applied_ml,3,recommendation,AI Research Engineer,3.5,HCL,"Chennai, Tamil Nadu",True,28,0.490,60,False,1.4200,2.5761,0.0000,1.9200,1.0000,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Feature Engineering assessment 75.8/100",profile states limited ownership of modeling or deployment,weak:skill_duration_overrun
251,CAND_0061175,320.684000,applied_ml,3,recommendation,AI Research Engineer,6.7,Haptik,"Gurgaon, Haryana",True,73,0.480,120,True,1.4200,3.6330,0.0000,1.9200,1.5800,1.8000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Recommendation Systems assessment 72.2/100",profile states limited ownership of modeling or deployment | 120-day notice period,weak:repeated_role_description
252,CAND_0070333,320.684000,applied_ml,3,recommendation,AI Research Engineer,4.7,TCS,"Bhubaneswar, Odisha",True,22,0.480,60,True,1.5200,2.5761,0.0000,1.9200,1.5800,1.5000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | FAISS assessment 78.1/100",profile states limited ownership of modeling or deployment,
253,CAND_0000273,320.676000,applied_ml,3,recommendation,ML Engineer,5.8,BYJU'S,"Kolkata, West Bengal",True,25,0.470,60,True,0.0000,2.6761,0.0000,1.9200,1.5800,1.0500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Forecasting assessment 80.9/100",profile states limited ownership of modeling or deployment,weak:salary_range_inverted
254,CAND_0003557,320.676000,applied_ml,3,recommendation,ML Engineer,6.8,Krutrim,"Chandigarh, Chandigarh",True,97,0.470,90,False,0.0000,3.5330,0.0000,1.9200,1.9200,1.0500,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | BM25 assessment 60.6/100",profile states limited ownership of modeling or deployment | 90-day notice period,weak:repeated_role_description
255,CAND_0022023,320.676000,applied_ml,3,relevance_ownership,AI Research Engineer,4.6,Saarthi.ai,"Pune, Maharashtra",True,13,0.470,60,False,2.1000,0.3400,0.0000,2.1602,1.5800,1.2000,Also ran some reinforcement learning experiments for dynamic pricing but those didn't make it to production. | Machine Learning assessment 87.5/100,profile states limited ownership of modeling or deployment,
256,CAND_0023583,320.676000,applied_ml,3,recommendation,ML Engineer,4.1,Yellow.ai,"Ahmedabad, Gujarat",True,90,0.470,60,False,0.0000,2.7175,0.0000,1.3400,1.0000,0.0000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment,
257,CAND_0067322,320.676000,applied_ml,3,recommendation,Data Scientist,4.3,Nykaa,"Coimbatore, Tamil Nadu",True,56,0.470,90,False,0.5800,2.2361,0.0000,2.1602,1.0000,1.2000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | FAISS assessment 74.6/100",profile states limited ownership of modeling or deployment | 90-day notice period,
258,CAND_0068596,320.668000,applied_ml,3,relevance_ownership,AI Research Engineer,4.3,Locobuzz,"Jaipur, Rajasthan",True,24,0.460,120,False,1.4200,0.3400,0.0000,1.9200,1.5800,0.6000,Built computer vision models for our product's image moderation feature using PyTorch — fine-tuned ResNet variants on a labeled dataset of ~200K images. | pgvector assessment 60.0/100,profile states limited ownership of modeling or deployment | 120-day notice period,weak:salary_range_inverted | weak:repeated_role_description
259,CAND_0073917,320.668000,applied_ml,3,recommendation,Data Scientist,5.8,InMobi,"Bhubaneswar, Odisha",True,64,0.460,90,False,0.0000,2.9664,0.0000,1.9200,1.5800,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | MLflow assessment 69.4/100",profile states limited ownership of modeling or deployment | 90-day notice period,
260,CAND_0018925,320.660000,applied_ml,3,relevance_ownership,AI Research Engineer,5.8,Rephrase.ai,"Chandigarh, Chandigarh",True,64,0.450,90,False,1.4200,1.6369,0.0000,0.9200,1.5800,0.0000,Built NLP pipelines for sentiment analysis and document classification — primarily for an internal feedback-analytics dashboard.,profile states limited ownership of modeling or deployment | 90-day notice period,weak:salary_range_inverted
261,CAND_0045141,320.652000,applied_ml,3,recommendation,Data Scientist,5.3,HCL,"Kochi, Kerala",True,52,0.440,30,True,0.0000,2.6761,0.0000,1.9200,1.0000,0.0000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production.",profile states limited ownership of modeling or deployment | career history is entirely in named services/consulting companies,
262,CAND_0023215,320.644000,applied_ml,3,recommendation,Junior ML Engineer,4.4,Verloop.io,Austin,True,10,0.430,60,False,0.1000,2.5761,0.0000,1.9200,1.5800,0.6000,"Built recommendation-style features at a mid-stage startup — lighter weight than ranking systems at FAANG, but production. | Kubeflow assessment 62.1/100",profile states limited ownership of modeling or deployment,
